ID,명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,쉬는날,개장기간,이용시간,입장료,체험가능연령,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
감귤카트,63535,,,제주특별자치도 서귀포시 중문관광로 42 (색달동) ,33.2549473066,126.4116189256,중문단지 내에 있어서 중문에 숙박한다면 접근성이 좋은 카트레이싱 시설로 상큼한 감귤모양의 헬맷을 쓰고 달리며 짜릿한 속도감을 느낄 수 있는 체험장이다. 2023년 5월부로 얼라이브카트에서 감귤카트로 브랜드를 변경하여 새롭게 단장했다. 새롭게 단장된 시설과 안전함  제주의 아름다운 자연 속에서 쌓인 스트레스를 한방에 날려버린다. 직접 카트를 몰아보면 속도감에 놀라 가속페달을 감히 밟지는 못한다. 감귤카트는 박물관이 살아있다  런닝맨 체험관과 같은 건물에 있어서 아이들 체험 위치로는 아주 좋다. 카트는 최신형과 오래된 것들이 함께 섞여 있고  트랙이 넓지는 않아서 여러 번 돌 수 있다. 가족  연인  친구  단체 누구나 체험 가능한 안전한 레저스포츠를 제공하기 위해 안전사고를 대비해 매우 엄격하게 규율을 지키도록 주의 사항들을 안내하고 있다. 카트가 낮고 바람이 많이 불어서 바지착용은 필수이고  개인 소지품은 모두 입구에 있는 보관함에 놓고 카트를 타야 한다. 감귤카트 포토존에서 귀여운 주황색 감귤헬맷을 쓰고 기념사진을 찍을 수 있다. 또한 감귤카트 코스는 카트뿐만 아니라 주위의 둘레길을 걸으며 조형물과 함께 사진을 찍거나 다이노 전망대에 올라 감귤카트 전경을 감상할 수 있다. 차량 주행시 코스 서킷 내에서의 사진 촬영은 절대 금지하며  태풍  강풍  장마 등 기상악화로 현장 운영이 불가할 수 있으므로 미리 문의하고 방문하면 된다.,,,,연중무휴,,[하절기(3월~10월)]<br>09:00~18:30 (입장 마감 18:00)<br>[동절기(11월~2월)]<br>09:00~18:00 (입장 마감 17:30),,,,가능,,,,가능,"코스안내:카트시작점-둘레길코스 시작점-박물관은 살아있다-다이노전망대-카트도착점
이용요금:[1인승]<br>
- 어른  청소년  어린이 25 000원<br>
- 경로 17 500원<br>
[2인승 추가요금]<br>
- 어른 10 000원<br>
- 어린이 8 000원<br>
※ 자세한 사항은 홈페이지 참조
부대시설:기념품샵 / 커피숍 / 사물함
"
우리승마장,63636,,,제주특별자치도 서귀포시 성산읍 중산간동로 4517 ,33.3869280048,126.8123812008,성읍민속마을 근처에 위치한 우리승마장은 잘 훈련된 말 위에서 제주의 아름다운 풍경을 만끽하며 일상의 스트레스를 한 번에 날릴 수 있는 이색 승마체험장이다. 이곳의 말들은 성품이 온순하여 초보자는 물론  아이도 안전하게 승마를 즐길 수 있다. 승마장 주변 드넓게 조성된 예쁜 꽃밭에서 개성 넘치는 포즈를 취하며 생생한 추억을 남길 수 있다. 특히 아이들에게 동물은 호기심과 즐거움의 대상이고  생명에 대한 존중  호기심을 기르기에 동물과 직접 교감하는 것 만한 경험은 없을 것이다. 승마체험에 어울리는 카우보이모자  장화 대여가 가능하고  안전상의 문제로 핸드폰을 소지한 채로 승마체험은 할 수 없으며 사진도 정해진 자리에서만 찍어야 한다. 또한 양산이나 우산도 사용금지이다. 성읍마을 주변 방문 시 아이와 함께 짧게 즐기기에 좋고 승마체험이 끝난 후에는 말에게 당근 먹이 주기 체험도 가능하다. 무엇보다도 이곳의 경쟁력은 저렴하게 짧은 코스의 승마체험이 가능하다는 점이다. 따라서 성읍민속마을뿐만 아니라 표선해수욕장  제주민속촌  허브동산 등 성산 쪽 여러 관광지를 둘러보는 코스에 포함시켜 방문하길 추천한다.,,,,연중무휴,,09:00~16:30<br>※ 계절별 운영시간 상이하므로 전화문의 요망,,,,가능,,,,,"이용요금:11 000원
"
쇠와꽃승마장,63641,,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17 ,33.4473452917,126.9200204894,성산일출봉과 광치기해변이 배경인 쇠와꽃승마장은 성산읍의 유일한 정식 허가업체로 제주관광공사가 추천하는 곳이다. 또한 전문 승용마 생산 지정 농장이기도 하다. 쇠와꽃승마장은 그동안 드라마  영화 촬영을 진행해 많은 연예인들이 찾았던 곳이며  제주도에서 촬영해 많은 사람들에게 각인되었던 드라마 맨도롱 또똣의 촬영지이기도 하다. 전문 강사진이 안전과 기술을 가르쳐주어 처음 승마를 접하는 사람부터  쉽게 즐길 수 있으며 전문가까지 즐길 수 있는 다양한 코스가 마련되어 있다. 성산일출봉과 광치기 해변의 경치를 배경으로 가족  연인  친구와 함께 특별한 추억을 만들기 위해 여행 중 편리하게 방문 가능하다. 가장 대표적인 코스로는 해안코스와 숲코스 두 가지가 있는데 가장 많이 찾는 코스는 해안코스로 솨외꽃승마장에서 출발해 유네스코 자연경관으로 등재된 바다인 광치기해변까지 전문강사와 함께 직접 말을 타고 다녀오는 코스이다. 성산일출봉의 아름다운 단면과 푸른 하늘  바다가 한눈에 들어오는 황홀한 순간을 더 높은 시야에서 가득 담을 수 있다. 쇠와꽃승마장 주변은 관광지가 많아서 빛의 벙커  사려니숲길  녹산로 유채꽃밭  섭지코지와 한화 아쿠아플라넷 제주 등 함께 방문하기 좋다.,,,,연중무휴,,09:00~18:00,,,,가능,,,,,"이용요금:- 해안 코스 50 000원<br>
- 숲 코스 25 000원<br>
- 해안 외승 트레킹 150 000원
보유장비:

"
제주아리온승마장,63523,,,제주특별자치도 서귀포시 안덕면 신화역사로403번길 79 ,33.3110509996,126.3340188537,아리온승마장은 시원한 바람을 맞으며 사유지 오름을 거닐며 하는 승마체험은 물론이고  아이들도 승마체험을 할 수 있다. 또한 먹이체험을 통해 말과 교감할 수 있는 시간도 가질 수 있다. 이곳은 승마레슨도 정기적으로 하고 있고 포니클럽을 운영하고 있으며 전체적으로 시설이 깨끗하고 잘 관리되고 있다. 2023년 서귀포시 학생승마체험 위탁승마시설 4개소 중 한 곳으로 선정된 곳으로 제주 시민건강 힐링 승마장이기도 하다. 보호자 없이 오름체험을 하는 어린이들의 사진은 동행한 직원이 고객의 핸드폰을 가지고 간단히 찍어 준다. 5살 이상 체험이 가능하며 승마장과 5분 거리에는 오설록뮤지엄  신화월드  소인국테마파크  헬로키티아일랜드 등 유명관광지가 인접해 있어 서귀포 관광 시 승마체험장소로 인기가 있다.,,,,매주 월요일,,09:30~17:00 (준비 시간 12:00~13:30),,,,가능,,,,,"이용요금:- 오름코스 체험 25 000원<br>
- 포니체험 25 000원<br>
- 먹이체험 5 000원<br>
- 미니멀 포니레슨 50 000원<br>
- 포니레슨  부모님과 함께 100 000원
"
뷰 제주하늘,63632,,,제주특별자치도 서귀포시 성산읍 서성일로 397 ,33.4131171085,126.8328232752,제주도 성산읍에 위치한 뷰제주하늘 승마장은 승마와 오름트래킹을 동시에 즐길 수 있는 곳이다. 제주도 하면 빼놓을 수 없는 곳이 바로 오름인데 경쾌한 말발굽 소리  바람을 가르며 나시리오름을 끼고 정상까지 오르막과 내리막을 즐기며 승마할 수 있다는 점이 큰 매력이다. 높이 164m의 작은 오름이지만 정상에서 우도와 지미봉  성산일출봉  서쪽에는 한라산과 영주산도 보인다. 따라서 저 멀리 풍력발전소가 돌아가고 우도와 성산일출봉까지 볼 수 있는 감탄이 절로 나오는 멋진 풍경을 오름승마체험을 하며 감상할 수 있다. 전문적인 강사와 잘 교육된 말과 함께 무료로 대여해 주는 조끼  장갑  모자를 착용하고 안전교육을 받고 승마체험을 할 수 있기 때문에 초보자도 부담 없이 체험 가능하다. 주변 관광지로는 성읍랜드  성산 일출봉  지미봉  종달리 해변  광치기 해변  섭지코지  우도  아쿠아 플래넷 등이 있어서 서귀포 쪽 여행 일정을 짤 때 뷰제주하늘 승마장과 함께 방문을 고려하면 좋겠다.,,,,연중무휴,,09:00~17:00 (입장 마감 16:30),,,,가능,,,,,"이용요금:[승마체험]<br>
- 트랙코스 15 000원<br>
- 산책코스 25 000원<br>
- 승마목장코스 35 000원<br>
- 오름트레킹코스 50 000원<br>
[ATV 체험]<br>
- 단거리코스 30 000원<br>
- 장거리코스 50 000원<br>
※ 자세한 사항은 전화문의 요망
"
표선해수욕장 야영장,63629,,,제주특별자치도 서귀포시 표선면 민속해안로 620 ,33.3256407585,126.8393858179,"표선해수욕장 야영장은 물놀이와 레저 명소인 표선해수욕장 입구 왼쪽에 위치하여 접근성도 좋다. 사이트는 모두 잔디로 되어 있으며 이곳에 조성되어 있는 방풍림 역할을 하는 소나무 숲에서 바다를 보며 야영을 즐길 수 있다. 표선 야영장이라 적혀있는 이곳은 무료 제주캠핑장 중 한 곳으로 녹색나눔숲이라고도 불린다. 무료로 이용할 수 있어 도민들뿐만 아니라 나홀로 캠핑족이나 가족관광객들에게 인기 있는 곳으로 다른 무료야영장에 비해 관리가 잘 되고 있다. 
샤워실은 없지만 한쪽 끝에는 개수대와 작은 음수대도 갖추고 있어서 설거지  세수도 할 수 있어서 하루 정도 가볍게 야영을 즐기기에 안성맞춤이다. 또한 무료 공공와이파이를 이용할 수 있어서 데이터 걱정 없이 인터넷을 이용할 수 있다. 야영은 지정된 장소에서 2일 이내에 한하여 가능하고 야영장 내에서는 잔디보호를 위해 차량  이륜자동차 등 출입을 제한하고 불판사용  고기 구워 먹는 행위 등을 금지하며 쓰레기 분리배출 시설이 있다.
제주도에서 가장 넓은 백사장을 가지고 있으며 노을이 아름다운 표선해수욕장은 썰물 때면 백사장이 원형으로 드러나는 아름다운 곳으로 모래가 곱고 부드러워 모래놀이나 모래찜질하기에 좋다. 수심이 낮아 아이들이 놀기 좋아서 성수기에는 가족단위 관광객이 많이 찾는 유명한 해수욕장이 있는 야영장이어서 캠핑의 즐거움을 더할 수가 있다. 바다를 둘러 공원도 잘 조성되어 있어 낮과 밤 산책하기에도 좋다. 이렇게 좋은 환경의 무료 제주 야영장이 잘 관리되고 유지될 수 있도록 이용하는 사람 하나하나가 매너 있게 즐기길 당부한다.
표선해수욕장 야영장에 가면 표선 5 맛 5 볼거리도 안내도를 볼 수 있는데 안내도에 따라 표선여행을 즐겨보는 것도 좋겠다. 근처에는 제주 옛 모습 그대로 보전하고 있는 성읍민속마들이 있고  20여 분 거리 안에 섭지코지  성산일출봉  우도배를 탈 수 있는 성산포항  비자림  용눈이 오름을 포함한 다양한 제주 오름 등이 있어 야영장 이용 전후로 주변 여행지를 다녀도 좋겠다.",,,,연중무휴,,상시 개방,,,,가능,,,,,"이용요금:무료
부대시설:놀이터
"
서귀포홍리실내수영장,63579,,,제주특별자치도 서귀포시 지장샘로182번길 149 (동홍동) ,33.2683343660,126.5650275459,"제주도 서귀포홍리실내수영장은 2020년에 개장한 서귀포시 대표 수영전문교육기관이다. 친환경해수풀의 첨단 수질관리 여과시스템을 도입하고  수영장 내 데크 난방 설치와 30도 이상 물온도를 유지하여 사계절 따뜻하게 수영을 즐길 수 있다. 1층 언덕에 있어서 통창으로 서귀포를 내려다보는 뷰가 아주 멋지다.
정규메인풀 25m x 6 레인(수심 105~115cm)  안전수심풀 15m x 3 레인(수심 80cm)의 총 9개 레인에서 성인  어린이  유아수영강습을 전문적으로 운영하고 있다. 서귀포홍리실내수영장은 선수 출신의 전문지도자로부터 개인 수준에 따라 단계별 (초·증·상급) 성인수영강습과 맞춤형 어린이수영강습  유아수영강습  SST선수부  개인강습 등이 구성되어 있다. 또한  부모님들을 위한 전용 관람석과 대형 모니터가 로비에 설치되어 있어 실시간 교육과정을 모니터링할 수 있다.",,,,월요일 / 법정공휴일,,[토요일 / 일요일] 09:00~18:00 <br>[화요일~금요일] 06:00~21:00,,,,가능,,,,,"이용요금:- 주중 / 주말반 : 성인수영(주2회강습 120 000원<br>
- 주중반 : 성인수영(주4회강습) 180 000원<br>
- 주중반 : 어린이수영(주2회강습) 120 000원<br>
- 주말반 : 어린이수영(토요일 / 일요일) 120 000원<br>
- 주중/주말반 : 유아수영(주2회강습) 250 000원<br>
- 개인강습 : 변동
"
서광카트체험장,63521,,,제주특별자치도 서귀포시 안덕면 서광리 771,33.2886671674,126.3216370944,서귀포 안덕면에 위치한 서광카트체험장은 제주신화월드  소인국테마파크  이상한나라 엘리스  카멜리아힐 등의 가는 길에 위치해 있다. 화려한 인테리어와 큰 규모가 아니기 때문에 아이와 함께 이용하기 적당하다. 초등학생의 경우 혼자 탑승이 가능하고 유아는 2인승으로 보호자와 함께 탑승을 할 수 있다. 짜릿한 쾌속질주의 카트체험이 끝났다면 남녀노소 어린아이부터 성인까지 누구나 스트레스를 풀 수 있는 사격체험장도 있어서 안덕면에 있는 여러 관광지를 아이와 함께 방문할 계획이 있다면 서광카트체험장을 들러 보는 것을 추천한다.,,,,연중무휴,,09:00~18:00,,,,가능,,,,,"이용요금:- 1인승 15 000원<br>
- 2인승 25 000원<br>
- 1인승/사격 30 000원<br>
- 2인승/사격 40 000원
"
청아투명카약,63043,,,제주특별자치도 제주시 애월읍 애월로 11 한담공원,33.4600591587,126.3112758307,청아투명카약은 애월읍 한담해변에 위치한 투명카약을 체험할 수 있는 곳이다. 제주도의 아름다운 바다를 투명카약을 타고 감상할 수 있다. 바닥이 투명하게 되어 있어 바다 위에서 카약을 타면서 맑은 바닷속의 세상을 관찰할 수 있다. 직접 노를 저어 제주의 맑은 바다를 누비고 다니는 즐거움은 스노클링과 수영과는 또 다른 재미를 선사한다. 카약 탑승 시 안전상 자리 바꾸기  과도한 장난  구명조끼 탈의  입수등의 행위는 금지되어 있다. 투명카약 체험이 끝나고 한담해변의 푸른 바다를 보며 해안 산책로를 산책하거나 애월카페거리를 함께 둘러볼 수 있다. 대략 11월부터 다음 해 3월까지는 체험을 진행하지 않기 때문에 미리 확인 후 가는 것을 추천한다.,,,,연중무휴,,10:00~18:30 (입장 마감 18:00),,,,가능,,,,,"이용요금:- 성인 15 000원<br>
- 어린이 10 000원
"
삼다수승마목장,63345,,,제주특별자치도 제주시 조천읍 비자림로 485-15 ,33.4293209003,126.6615238700,한라산 동쪽 기슭에 있는 삼다수승마목장은 푸른 숲과 초원이 아름다운 승마 체험 목장이다. 관광 승마용 마필과 외승 전용 마필 등 다양한 마필을 보유하고 있고  기본코스  더블코스  목장코스  산책코스를 운영하고 있다. 목장 내 승마 트랙은 정비가 잘 되어 있어서 승마 경험이 없는 체험객도 안전하게 승마를 경험할 수 있고  넓고 탁 트인 초지가 잘 조성되어 있어서 멋진 풍경을 감상하며 승마를 즐길 수 있다. 가장 긴 산책코스의 경우 수목이 우거진 교래리 숲속을 거닐며 여유롭게 승마를 체험할 수 있고  말을 타고 기념사진도 남길 수 있다. 삼다수목장은 트랙에서부터 시작하여 삼다수 길과 초원을 달리며 말과 교감하며  승마를 경험할 수 있는 체험 목장이다.,,,,연중무휴,,[하절기] 09:30~17:00<br>[동절기] 09:30~16:45,,,,가능,,,,가능,"이용요금:- 단거리 20 000원<br>
- 중거리 30 000원<br>
- 목장 50 000원<br>
- 산책 70 000원<br>
- 1시간 승마레슨 100 000원<br>
※ 자세한 사항은 전화문의 요망
"
월정투명카약,63349,,,제주특별자치도 제주시 구좌읍 월정리 1400-33,33.5638079082,126.7787661696,제주 밭담 테마공원 앞에 있는 월정리 투명카약은 카약 체험장이다. 제주의 아름다운 바다에서 가족  연인과 함께 카약을 즐기며 추억을 남길 수 있는 이색 체험시설로  투명한 바닥의 카약을 타고 아름답고 맑은 바다를 감상할 수 있다. 깊지 않은 수심과 바위에 둘러싸인 구조에서 카약을 타기 때문에 파도의 위험이 적고 에메랄드 빛 바다 위에서 경이롭고 신비한 경험을 할 수 있다. 구명조끼 등 안전 장비를 구비하여 카약을 타며  수심이 깊지 않은 곳에서 카약을 체험하기 때문에 남녀노소 누구나 즐길 수 있다.,,,,연중무휴,,10:00~17:00,,,,가능,,,,,"이용요금:- 대인 15 000원<br>
- 소인 10 000원
"
귀덕바다투명카약,63024,,,제주특별자치도 제주시 한림읍 귀덕9길 4 ,33.4433301386,126.2911918418,한림읍 귀덕 방파제에 있는 귀덕바다투명카약은 한림의 아름다운 바다에서 가족  연인과 함께 카약을 즐기면서 추억을 남길 수 있는 이색 체험시설이다. 투명한 카약 아래로 보이는 맑은 바다의 풍경이 경이롭고 신비롭다. 구명조끼를 착용하고 체험하며  물결이 잔잔한 귀덕 방파제 안쪽에서 연습을 먼저 한다. 카약에 적응한 후 넓은 바다로 나가면 카약 옆으로 다니는 물고기를 보며 레포츠를 즐길 수 있다. 인근에는 금성포구  귀덕궤물동산  곽지해수욕장  제주올레길 15코스 등의 관광지가 있다.,,,,연중무휴,,09:00~18:00,,,,가능,,,,,"이용요금:- 성인 10 000원<br>
- 청소년 9 000원<br>
- 소인 5 000원
"
중문오프로드체험장,63548,,,제주특별자치도 서귀포시 상예로 349 (상예동) ,33.2758281031,126.3969419551,서귀포시 중문 오프로드 체험장은 ATV  버기카  랭글러 지프카를 체험할 수 있는 액티비티한 이색 체험장이다. 푸른 바다가 펼쳐진 제주도에서 오프로드(비포장도로)에서 시원한 바람을 맞으며 직접 사륜오토바이를 운전하며 신나게 달리고 스트레스를 날릴 수 있다. 운전면허를 소지한 성인이라면 누구나 참여 가능하며  동승자도 추가할 수 있어 가족이나 친구와 함께 즐기기에 적합하다. 소나무 숲길  한라산 경관을 보며 승마체험도 함께 즐길 수 있다. 주변에는 중문관광단지  천제연폭포 등 주요 관광지가 있어 함께 방문하면 더욱 알찬 여행이 될 것이다.,,,,연중무휴,,10:00~17:00,,,,가능,,,,가능,"이용요금:[ATV200cc]<br>
- 8km 30 000원<br>
- 12km 40 000원<br>
[ATV300cc]<br>
- 12km 50 000원<br>
- 18km 70 000원<br>
[랭글러]<br>
- 6km 80 000원<br>
- 10km 120 000원<br>
※ 자세한 사항은 전화문의 요망
"
제주홀스타승마장,63080,,,제주특별자치도 제주시 산록북로 8 (연동) ,33.4224134357,126.4938358071,제주홀스타승마장은 한라산 어승생악 자락에 있다. 말을 타본 적 없는 초보자를 위한 승마 체험부터 취미로 승마를 배우고 싶은 사람들을 위한 강습  강습장 밖으로 나가 말을 타고 제주 오름 사이를 달리는 외승까지 다양한 프로그램이 준비되어 있다. 특히 어린이와 유소년을 위한 체계적인 강습이 있어 가족 방문객이 많은 편이다. 마사 관리를 청결하게 유지하고 목장 내 트랙 정비도 잘 돼 있어 승마 경험이 없는 체험객도 안전하고 편안하게 승마할 수 있다. 체험 승마는 30분  45분  75분 코스가 있고  편백나무 숲에서 말을 타고 기념사진을 찍으며 추억을 쌓을 수 있다.,,,,※ 자세한 사항은 전화문의 요망,,09:00~18:00,,,,가능,,,,,"이용요금:- 30분 코스 33 000원<br>
- 45분 코스 55 000원<br>
- 75분 코스 110 000원
"
뱅듸승마클럽,63345,,,제주특별자치도 제주시 조천읍 번영로 1118-33 ,33.4666805305,126.6535042704,뱅듸승마클럽은 넓은 초원을 갖춘 승마장으로  아름다운 자연 속에서 승마를 체험할 수 있다. 승마복과 안전 장구를 착용하고  간단한 승마 교육을 받은 후 승마를 즐기면 된다. 푸른 초원에서 즐기는 승마와 숲속 길을 따라 즐기는 승마  두 가지 코스를 운영하며  한꺼번에 두 가지 코스를 모두 체험할 수도 있다. 예쁜 오름과 편백나무 숲 등 자연경관을 보면서 하는 승마체험을 통해 힐링할 수 있다. 제주 시내에서 차로 30분 거리에 있으며 주변 관광지로는 세미오름  제주돌문화공원  에코랜드테마파크 등이 있다. 예약을 하지 않으면 타지 못하기 때문에 예약이 필수인 곳이다.,,,,연중무휴,,09:00~18:00,,,,가능,,,,가능,"이용요금:- 뱅뒤코스 초지 40 000원<br>
- 숲길 60 000원<br>
- 뱅듸+숲길 100 000원
"
에코승마아카데미,63346,,,제주특별자치도 제주시 조천읍 비자림로 1065 ,33.4345073575,126.7188687765,에코승마아카데미는 조천읍 사려니숲 근처에 위치한 승마장으로 제주도의 아름다운 자연 속에서 승마를 즐길 수 있는 곳으로도 유명하다. 이곳은 10여 년에 걸쳐 제주에서 수많은 승마인을 키워낸 곳으로  초보자부터 고급 기승자까지 함께 승마를 즐길 수 있는 교육장이기도 하다. 특히 어린이가 말과 교감할 수 있는 체험 승마가 인기 있으며  귀여운 말을 타고 힐링을 즐길 수 있는 게 강점이다. 이곳의 체험 승마 프로그램은 숲속승마  계곡승마  초원승마가 있다. 실내 혹은 지정된 코스를 반복해서 돌지 않고 교래리의 숲과 계곡에서 승마를 체험할 수 있다. 목장 내에서 승마에 대한 기초 교육을 마치면 전문 강사의 안내를 받으며 말을 타고 제주의 숲과 계곡을 체험하게 된다. 하루 전날 전화예약이 필수이므로 참고하길 바란다.,,,,연중무휴<br>※ 우천 시 휴무로 전화문의 요망,,11:00~16:00,,,,가능,,,,,"이용요금:- 숲속 승마 33 000원<br>
- 숲속  계곡 승마 55 000원<br>
- 숲속  초원 승마 110 000원<br>
※ 자세한 사항은 전화문의 요망
"
유리바닥보트,63530,,,제주특별자치도 서귀포시 안덕면 화순해안로106번길 8 ,33.2383007397,126.3364258198,유리바닥보트는 초대형 파노라마 유리바닥으로 바닷속을 구경하는 요트 투어를 제공하는 곳이다. 제주 서귀포의 핫플레이스인 산방산  용머리해안  형제섬  송악산 등의 재미있는 해설이 포함된 관광 가이드와 함께 아름다운 제주 바닷속 수중 생태계 탐험이 가능하다. 특별한 추억이 담긴 인스타그램 감성의 인생샷 촬영뿐만 아니라 이색적인 영상촬영까지 가능하다.,,,선박1대당 최대30인 / 동시간 최대수용인원 90인,연중무휴,,10:00~19:00 (이용일 1일전 사전 예약 필수),,,,가능,,,,가능,"체험프로그램:베이직투어 /일출(해돋이)투어 / 호핑투어 / 프리다이빙투어 / 단독탑승투어 등
이용요금:- 베이직투어 : 무료~45 000원<br>
- 노을투어 : 100~55 000원<br>
- 해돋이투어 : 50 000원~90 000원<br>
※ 자세한 사항은 홈페이지 참조
"
라플라이,63340,,,제주특별자치도 제주시 조천읍 선흘리 600-6,33.4869485898,126.7069352809,"제주라프에서 운영하는 라플라이는 거문오름의 광활한 녹차밭을 가로지르는 와이어를 통해 제주의 아름다운 자연과 짜릿한 즐거움을 느낄 수 있는 집라인 체험장이다. 총 4개의 코스를 운영하고 있으며  날씨에 따라 랜덤 운영하며  총 3코스를 진행한다. 1코스는 높게 펼쳐진 삼나무 숲을 횡단하는 코스로 길이 171M  난이도 중급이고  2코스는 녹차밭을 횡단하며 본격적인 스릴을 느낄 수 있는 코스로 길이 174M  난이도 중급이다. 3코스는 연못을 넘어가는 코스로 짧고  가장 빠르고  가장 짜릿한 코스로 길이 52M  난이도 초급이며  4코스는 제주의 풍경과 여유를 즐기는 코스로 길이 223M  난이도 상급이며  라플라이에서 가장 긴 코스이다.
제주라프에는 족욕 체험장인 라풋도 운영하고 있으며  갤러리  기념품점  야외전시장  라프용암동굴  라프가든 등도 운영하고 있다.",,,,연중무휴(기상 상황에 따라 휴무 가능),,09:00~18:00(휴게시간 : 12:00~13:00 / 장비점검 : 15:00~16:00),,,,"가능(소형 100대, 대형 30대)<br>요금(무료)",,,,가능,"코스안내:- 1코스 : 삼나무 숲을 횡단코스 / 길이 171M / 난이도 중급<br>
- 2코스 : 녹차밭 횡단코스 / 길이 174M / 난이도 중급<br>
- 3코스 : 연못을 넘어가는 코스 / 길이 52M / 난이도 초급<br>
- 4코스 : 제주의 풍경과 여유를 즐기는 코스 / 길이 223M / 난이도 상급
이용요금:- 라플라이(LAFLY) 대인 35 000원<br>
- 라플라이(LAFLY) 소인 35 000원<br>
- 라풋(LAFOOT) 대인 12 000원<br>
- 라풋(LAFOOT) 소인 12 000원<br>
- 라플라이+라풋(대인) 45 000원<br>
- 라플라이+라풋(소인) 45 000원<br>
- 라플라이 대인(도민) 25 000원<br>
- 라플라이 소인(도민) 25 000원<br>
- 라풋 대인(도민) 8 000원<br>
- 라풋 소인(도민) 8 000원
주요시설:갤러리 / 족욕체험장
부대시설:기념품점
"
제주 서핑도 실내서핑장,63062,,,제주특별자치도 제주시 애월읍 광령평화3길 21 ,33.4473208188,126.4325683462,제주 서핑도는 제주도 최초 실내서핑장으로 변화무쌍한 제주도 날씨에 구애받지 않고 남녀노소 누구나 365일 온수풀로 실내에서 액티비티 서핑 체험을 즐길 수 있는 경험을 제공하며 인공 파도를 지속적으로 만들어 냄으로서 쉬지 않고 다수의 인원이 동시에 서핑을 즐길 수 있는 워터 익스트림 스포츠이다. 실내서핑장 바닥은 트램폴린 재질이여서 넘어져도 큰 타격감이 없어 누구나 안전하게 서핑 체험 즐길 수 있다.경험 많고 자격증 보유의 전문 강사들이 배치되어 안전 하고 즐겁게 체험을 즐길 수 있다.,,,"1레인 최대 7명, 2레인 최대 14명",연중무휴,,09:00~21:00,,"전화예약, 네이버예약",만4세이상,가능 (약 18대),,,,가능,":
체험프로그램:바디보드 / 플로우보드 체험 
이용요금:- 1타임 50 000원<br>- 1타임 강습비 10 000원
부대시설:스낵바 / 파티룸 / 교육실 / 샤워실 / 탈의실 / 커피숍 / 휴게실
"
다이브랜드,63599,다이브랜드,,제주특별자치도 서귀포시 보목포로 29 (보목동),33.2408463811,126.6059523963,"다이브랜드는 수중 환경이 뛰어난 제주도 서귀포에 있다. 이곳은 다이빙 포인트로서 유명한 문섬을 포함하여 수많은 다이빙 포인트들이 있다.
스킨스쿠버  체험 다이빙  오픈워터  보트 다이빙을 할 수 있는 프로그램이 있으며  국내에서는 할 수 있는 곳이 드문 야간다이빙도 진행하고 있다. 다이빙 풀 세트 장비도 보유하고 있어서 간단한 체험 다이빙도 가능하므로 부담 없이 즐길 수 있다. 이 외에도 다이버 전용인 게스트하우스도 운영하고 있다.
비수기를 제외하고는 늘 개장하고 있으며  일정 문의 또는 체험프로그램 예약 및 안내는 전화로 하면 된다.",,,,,,"입실 15:00, 퇴실 10:00",,,,있음,없음,,,가능,"포인트안내:
이용요금:나이트록스32%:10 000원 / 야간다이빙3~4명:100 000원 / 야간다이빙5명 이상:80 000원 /
 참치양식장(5인 이상):150 000원 / DPV교육:500 000원 / DPV렌탈:60 000원
체험프로그램:보트 다이빙 / 체험다이빙 / 오픈워터

보유장비:다이빙 풀 세트

주요시설:숙박기관 / 교육 / 휴게실 / 샤워실

"
말 테마파크 골프장 (렛츠런파크 제주),63066,말 테마파크 골프장,,제주특별자치도 제주시 애월읍 평화로 2144 (애월읍),33.4042417055,126.3980250961,제주경마공원에서 제주 테마파크 조성 사업의 일환으로 도내 최대 규모의 파크골프장을 개장하게 되었다. 파크골프는 골프와 게이트볼을 융합한 생활 스포츠로서 어린아이부터 노인에 이르기까지 남녀노소 누구나 함께 즐길 수 있는 가족형 레저 스포츠이다. 제주의 독특한 자연환경  신앙을 바탕으로 한 오름  한라산 기암절벽 등을 형상화하고 다양한 야생화로 구성된 학습장이다.,,"약 20,000㎡, 18홀(총 길이 849M)",1일 63명 제한,"매주 월요일, 화요일, 수요일",3월~11월 (12~2월 휴장),금~일요일 09:30~16:30 (12:00~13:00 미운영),"2,000원","이용방법 : 선착순 <br>※ 이용시 사전전화 확인 요망, 10인 이상 단체는 필수",10세 이상 보호자동반 남녀노소,,없음,없음,없음,없음,"대여안내:대여용품 : 클럽  볼  티 등(신분증 지참)<br /> <br />
※ 복장 : 간편복  신발은 운동화 착용(스파이크 슈즈 착용 불가) 

이용요금:경마일 2 000원<br>
비경마일 무료
참고사항:이용안내<br />
간편복 차림에 운동화 착용(스파이크 슈즈 착용 불가) <br /><br />
이용방법 및 시설<br />
신분증 지참 시 무료 대여 서비스(클럽  볼  티 등) <br />

"
